ics,isscaap,asfis,description
1514,31,YLZ,Mexican flounder
1514,31,YZS,Dusky flounder
1514,31,SZI,Elongate sole
1514,31,ROF,Yellowbelly flounder
1514,31,UYC,NA
1514,32,AIP,Giant grenadier
1514,32,ATV,East Siberian cod
1514,32,ATG,Artic cod
1514,32,AFG,Fragile grenadier
1514,32,AEU,Ahuru
1514,32,AIM,Dwarf codling
1514,32,BGO,Bullseye grenadier
1514,32,BGN,Vaillant's grenadier
1514,32,BMA,Antenna codlet
1514,32,CQA,Surgeon grenadier
1514,32,CQC,Aconcagua grenadier
1514,32,CQN,Duckbill grenadier
1514,32,CQR,Silver whiptail
1514,32,CQG,Eyespot grenadier
1514,32,CQS,Rough-head whiptail
1514,32,CQU,Javelin
1514,32,CQB,Two-barred whiptail
1514,32,CQE,Shovelnose grenadier
1514,32,CQL,Hollowsnout grenadier
1514,32,CQH,Clearsnout grenadier
1514,32,CQI,Blackfin grenadier
1514,32,CQO,Chilean grenadier
1514,32,CQD,Filesnout grenadier
1514,32,CQF,Banded whiptail
1514,32,CQM,Formosa grenadier
1514,32,CQX,Six-band grenadier
1514,32,CQT,Notable whiptail
1514,32,CQJ,Japanese grenadier
1514,32,MCK,Campbell whiptail
1514,32,CQK,Kamohara grenadier
1514,32,CQQ,Karrer's whiptail
1514,32,MCE,Kermadec rattail
1514,32,CQY,Mugura grenadier
1514,32,CQV,Spearsnouted grenadier
1514,32,CQP,Longhead grenadier
1514,32,CQW,Longarm grenadier
1514,32,CEH,Marini's grenadier
1514,32,MCT,Mahia whiptail
1514,32,CKU,Spearnose grenadier
1514,32,CKO,Swordsnout grenadier
1514,32,CKV,Hawknose grenadier
1514,32,CKR,Spiny grenadier
1514,32,CKD,Unicorn grenadier
1514,32,CKS,Shoulderspot grenadier
1514,32,CKX,Firebelly grenadier
1514,32,CKC,Globosehead rattail
1514,32,LCM,Fivebeard rockling
1514,32,GCS,Northern rockling
1514,32,CKE,Pacific grenadier
1514,32,CKN,Loosescale grenadier
1514,32,CKK,Humboldt grenadier
1514,32,CKH,Abyssal grenadier
1514,32,CKF,Carmine grenadier
1514,32,CKJ,Popeye grenadier
1514,32,CDR,Trident grenadier
1514,32,CNK,Gunther's grenadier
1514,32,CLY,Longfin grenadier
1514,32,CPJ,NA
1514,32,CKG,Amami grenadier
1514,32,CPX,Mexican grenadier
1514,32,MCM,Abyssal rattail
1514,32,MHN,Largenose grenadier
1514,32,MCR,Serrulate whiptail
1514,32,MCS,Longrayed whiptail
1514,32,MRT,NA
1514,32,MRZ,Thickbeard grenadier
1514,32,MNI,Dogtooth grenadier
1514,32,EEH,Tasmanian codling
1514,32,ENC,Fourbeard rockling
1514,32,EUY,Eucla cod
1514,32,GDI,Beardless codling
1514,32,GDL,Gadella
1514,32,GDG,Silvery pout
1514,32,GAC,Doublethread grenadier
1514,32,GDT,Arctic rockling
1514,32,GGY,Mediterranean bigeye rockling
1514,32,GGR,Bigeye rockling
1514,32,GGD,Shore rockling
1514,32,GGU,Three-bearded rockling
1514,32,MHJ,Slender codling
1514,32,HLN,Naked snout rattail
1514,32,HYS,Glasshead grenadier
1514,32,IDA,Pineapple rattail
1514,32,KUC,NA
1514,32,KUB,Bulbous rattail
1514,32,LML,Guinean codling
1514,32,LMG,Longfin codling
1514,32,LPE,Patagonian codling
1514,32,LPS,North Atlantic codling
1514,32,LPH,NA
1514,32,LPJ,Mediterranean codling
1514,32,LMF,Small-headed cod
1514,32,LDE,Thorntooth grenadier
1514,32,LTP,Beardie
1514,32,LYG,NA
1514,32,LYB,NA
1514,32,MRI,NA
1514,32,MCC,Ridge scaled rattail
1514,32,MCH,Bigeye grenadier
1514,32,WGR,Whitson's grenadier
1514,32,MRC,Cape grenadier
1514,32,MLL,Softhead grenadier
1514,32,MLO,Western softhead grenadier
1514,32,MLE,Sturgeon grenadier
1514,32,MLT,Slendertail grenadier
1514,32,MLG,Pelagic cod
1514,32,MRG,Panama hake
1514,32,MSN,Bathypelagic rattail
1514,32,MLV,Bighead mora
1514,32,MMG,Tadpole cod
1514,32,RIB,Common mora
1514,32,NZA,Common Atlantic grenadier
1514,32,NZC,NA
1514,32,NZO,Peruvian grenadier
1514,32,NZD,Twelve-rayed grenadier
1514,32,NZL,Broadsnout grenadier
1514,32,NZI,Smooth grenadier
1514,32,NZR,Parrot grenadier
1514,32,NZM,Smalltooth grenadier
1514,32,NZT,Spectacled grenadier
1514,32,NZP,Short-tail grenadier
1514,32,NZS,Roughtip grenadier
1514,32,NZE,California grenadier
1514,32,ODU,Roundhead grenadier
1514,32,GPE,Longfin hake
1514,32,PSW,Black codling
1514,32,PSJ,Japanese codling
1514,32,PDK,NA
1514,32,PBR,Southern bastard codling
1514,32,PBV,Northern bastard codling
1514,32,RCR,Tadpole fish
1514,32,RYT,NA
1514,32,SGG,NA
1514,32,SUQ,NA
1514,32,SIG,Luminous hake
1514,32,SVL,NA
1514,32,TEF,Norwegian pollock
1514,32,TNS,Bristly grenadier
1514,32,TYH,Armourhead grenadier
1514,32,TSU,Roughsnout grenadier
1514,32,TPG,Grenadier cod
1514,32,URI,Gulf hake
1514,32,URE,Carolina hake
1514,32,URF,Southern codling
1514,32,URG,Spotted codling
1514,32,VEA,Arrowtooth grenadier
1514,32,VEE,Hawaiian grenadier
1514,32,VED,Plainfin grenadier
1514,32,VEG,Sagami grenadier
1514,32,VEM,Longbeard grenadier
1514,32,VEI,Spinaker grenadier
1514,32,VES,Peterson's grenadier
1514,32,RTX,"Grenadiers, rattails nei"
1514,32,CKP,NA
1514,32,CVY,"Grenadiers, whiptails nei"
1514,32,CWX,NA
1514,32,LEV,Lepidion codlings nei
1514,32,MVC,Marbled moray cod
1514,32,MWS,Smallhead moray cod
1514,32,MWO,Patagonian moray cod
1514,32,HVP,Patagonian hake
1514,32,PQO,NA
1514,32,MZY,Arrowtail
1514,32,CZL,NA
1514,32,CZF,NA
1514,32,SLI,Spanish ling
1514,32,XOD,Trisopterus nei
1514,32,URZ,Urophycis nei
1514,32,KZT,Codling
1514,32,JPA,Brown codling
1514,32,BVQ,Smallscale codlet
1514,32,UGS,Big-eye unicorn-cod
1514,32,QCL,NA
1514,32,BFZ,NA
1514,32,QMC,Caml grenadier
1514,32,VFT,Conesnout grenadier
1514,32,JKO,NA
1514,32,QDS,NA
1514,32,VKX,NA
1514,32,KSR,Snubnose whiptail
1514,32,QKX,NA
1514,32,QMX,NA
1514,32,QMZ,NA
1514,32,GAD,Gadiformes nei
1514,32,MOR,Moras nei
1514,32,ANT,Blue antimora
1514,32,USK,Tusk(=Cusk)
1514,32,COD,Atlantic cod
1514,32,GRC,Greenland cod
1514,32,LIN,Ling
1514,32,BLI,Blue ling
1514,32,FOX,Forkbeards nei
1514,32,GFB,Greater forkbeard
1514,32,FOR,Forkbeard
1514,32,HKU,Brazilian codling
1514,32,HKR,Red hake
1514,32,HKW,White hake
1514,32,HAD,Haddock
1514,32,COW,Navaga(=Wachna cod)
1514,32,MGX,Pacific tomcod
1514,32,NEC,Red codling
1514,32,POL,Pollack
1514,32,POC,Polar cod
1514,32,GDE,Threadfin rockling
1514,32,BIB,Pouting(=Bib)
1514,32,POS,Southern blue whiting
1514,32,HKX,Hakes nei
1514,32,HKE,European hake
1514,32,HKN,Southern hake
1514,32,PHA,South Pacific hake
1514,32,HKB,Benguela hake
1514,32,HOF,Offshore silver hake
1514,32,GRM,Patagonian grenadier
1514,32,GRV,Grenadiers nei
1514,32,NZB,Marlin-spike grenadier
1514,32,MRL,Moray cods nei
1514,32,MOY,Smalleye moray cod
1514,32,SAO,Tadpole codling
1514,32,UNC,Unicorn cod
1514,32,CDZ,Northern cods nei
1514,32,PCO,Pacific cod
1514,32,LNZ,Lings nei
1514,32,SAF,Saffron cod
1514,32,TOM,Atlantic tomcod
1514,32,POK,Saithe(=Pollock)
1514,32,ALK,Alaska pollock(=Walleye poll.)
1514,32,ROL,Rocklings nei
1514,32,NOP,Norway pout
1514,32,POD,Poor cod
1514,32,WHB,Blue whiting(=Poutassou)
1514,32,WHG,Whiting
1514,32,HKZ,Merluccid hakes nei
1514,32,HKC,Cape hakes
1514,32,HKM,Senegalese hake
1514,32,HKS,Silver hake
1514,32,HKP,Argentine hake
1514,32,NHA,North Pacific hake
1514,32,HKK,Shallow-water Cape hake
1514,32,HKO,Deep-water Cape hake
1514,32,GRN,Blue grenadier
1514,32,RHG,Roughhead grenadier
1514,32,RNG,Roundnose grenadier
1514,32,GCQ,NA
1514,32,KXP,NA
1514,32,JPS,Metallic codling
1514,33,NCQ,Scrawled cowfish
1514,33,AQB,Ocean surgeon
1514,33,AQR,Black-spot surgeonfish
1514,33,AQH,Doctorfish
1514,33,AQO,Blue tang surgeonfish
1514,33,AQI,Lined surgeonfish
1514,33,NHT,NA
1514,33,AUU,Canary damsel
1514,33,ABU,Sergeant-major
1514,33,NBP,Roughhead blenny
1514,33,AJS,Starry triggerfish
1514,33,ABW,Redskinfish
1514,33,NBI,Spinyhead blenny
1514,33,AIL,Spiny chromis
1514,33,AIF,NA
1514,33,AKL,Scale-rayed wrasse
1514,33,AKM,Pighead prickleback
1514,33,AKU,Surf bream
1514,33,AKB,NA
1514,33,AWH,NA
1514,33,AXL,NA
1514,33,NCY,Honeycomb cowfish
1514,33,AQN,Brown surgeonfish
1514,33,AQV,Orangespot surgeonfish
1514,33,AQT,Convict surgeonfish
1514,33,OAU,Striped cowfish
1514,33,AIN,Tropical sand goby
1514,33,AKD,Day's goby
1514,33,NGV,NA
1514,33,AQA,Southern little pipehorse
1514,33,AKG,Western blue groper
1514,33,REJ,NA
1514,33,AYY,Emerald clingfish
1514,33,AYR,Papillate clingfish
1514,33,AXH,Red squirrelfish
1514,33,AVE,NA
1514,33,AOW,Speckled shrimpfish
1514,33,AET,Warty prowfish
1514,33,EHG,Redmouth grouper
1514,33,AJD,NA
1514,33,AVU,Northern spearnose poacher
1514,33,MAJ,Fairy mullet
1514,33,AFT,Hooknose
1514,33,AOE,Key worm eel
1514,33,AIX,NA
1514,33,IPN,NA
1514,33,ABV,Pygmy shore-eel
1514,33,AHO,NA
1514,33,MAD,Yellow-eye mullet
1514,33,LTU,Stone cockscomb
1514,33,RIU,Lesser prickleback
1514,33,ALO,Short snouted lancetfish
1514,33,ALX,Long snouted lancetfish
1514,33,ALG,Glauert's anglerfish
1514,33,AIV,Dwarf blenny
1514,33,LLH,Island kelpfish
1514,33,LMH,Y-prickleback
1514,33,XAD,NA
1514,33,AYT,Deep-water burrfish
1514,33,LSF,Mutton hamlet
1514,33,LST,Rivulated mutton hamlet
1514,33,AIJ,Kirk's blenny
1514,33,ALM,Unicorn leatherjacket filefish
1514,33,ALN,Scribbled leatherjac. filefish
1514,33,NSK,Broom filefish
1514,33,MSE,NA
1514,33,MBG,Bald glassy
1514,33,MBJ,NA
1514,33,MBN,Slender glassy
1514,33,MBR,Longspine glassy
1514,33,MBI,NA
1514,33,ACW,NA
1514,33,MBU,Pinkbar goby
1514,33,ADH,Golden damselfish
1514,33,MBL,Butterfly goby
1514,33,AYJ,Black-banded demoiselle
1514,33,MBH,Evileye blaasop
1514,33,YTE,Scaly sandlance
1514,33,YAS,Tusk goby
1514,33,MPH,Lord Howe Island butterflyfish
1514,33,BAY,Bocon toadfish
1514,33,AFP,Skunk clownfish
1514,33,AFY,Barrier reef anemonefish
1514,33,MFA,Barred surfperch
1514,33,NAT,Bearded leatherjacket
1514,33,NAF,Geographic wrasse
1514,33,NRE,Tentacled dragonet
1514,33,AMA,Allardice's moray
1514,33,SAQ,Fringed pipefish
1514,33,AHV,NA
1514,33,NCT,Natal wrasse
1514,33,NDR,NA
1514,33,AIR,NA
1514,33,AKE,NA
1514,33,HND,Xantic sargo
1514,33,HNO,Spotted head sargo
1514,33,HNI,Burrito grunt
1514,33,HNS,NA
1514,33,HNU,Black margate
1514,33,HNR,Porkfish
1514,33,AVO,Smooth alligatorfish
1514,33,NPU,High cockscomb
1514,33,NPM,Western smooth boxfish
1514,33,ANP,Daggertooth
1514,33,NUN,Aden blenny
1514,33,AAE,Tailjet frogfish
1514,33,AFN,Spotfin frogfish
1514,33,AFL,NA
1514,33,AHN,Swallowtail seaperch
1514,33,ADL,NA
1514,33,AYG,Slender grouper
1514,33,ARQ,Rusty jobfish
1514,33,FIM,Transparent goby
1514,33,AIU,Short-armed waspfish
1514,33,AIA,Ocellated waspfish
1514,33,AOC,Fangtooth snake-eel
1514,33,ALD,Small-headed clingfish
1514,33,AAZ,NA
1514,33,LDJ,Notchheaded marblefish
1514,33,OCB,NA
1514,33,OCU,NA
1514,33,OFV,Penpoint gunnel
1514,33,OCV,Longfin burrower
1514,33,OGF,Broadbanded cardinalfish
1514,33,OGS,Half-lined cardinal
1514,33,OGX,Perdix cardinalfish
1514,33,AHZ,Reunion angelfish
1514,33,AIT,Tasselled triplefin
1514,33,OSB,NA
1514,33,AVR,Green jobfish
1514,33,AOP,Stripe eel
1514,33,ASX,Black snapper
1514,33,AFK,African forktail snapper
1514,33,AOK,NA
1514,33,AYE,NA
1514,33,RMZ,Blackbelted cardinalfish
1514,33,AHE,Scaled sculpin
1514,33,ARD,Elegant clingfish
1514,33,AGZ,NA
1514,33,RYY,Amoy croaker
1514,33,RYJ,Japanese meagre
1514,33,RGH,Squaretail kob
1514,33,OSA,Mayan sea catfish
1514,33,AUI,Threadfin sea catfish
1514,33,AUT,Bronze catfish
1514,33,AUC,Engraved catfish
1514,33,AUD,Blacktip sea catfish
1514,33,AUF,Hardhead sea catfish
1514,33,AUG,Giant sea catfish
1514,33,AUJ,Blackfin sea catfish
1514,33,AUR,Rough-head sea catfish
1514,33,AUA,Salmon catfish
1514,33,AUQ,NA
1514,33,AUN,Giant seacatfish
1514,33,AUY,Flatmouth sea catfish
1514,33,ASG,Sagor catfish
1514,33,AUW,Sona sea catfish
1514,33,AUX,Giant catfish
1514,33,AUV,Veined catfish
1514,33,HNF,Starry toado
1514,33,OHH,White-spotted puffer
1514,33,ONM,Map puffer
1514,33,OTG,Guineafowl puffer
1514,33,OTK,Blackspotted puffer
1514,33,ADO,NA
1514,33,ADW,Coralline sculpin
1514,33,UMH,Slow goby
1514,33,ARJ,Rosylip sculpin
1514,33,AEV,Spinynose sculpin
1514,33,AKV,NA
1514,33,GPM,NA
1514,33,GYI,NA
1514,33,ERJ,Prickly croaker
1514,33,NUD,Lance blenny
1514,33,AFO,Aleutian alligatorfish
1514,33,GSC,NA
1514,33,AFW,Yellow devilfish
1514,33,AXS,Miller's damsel
1514,33,TBL,NA
1514,33,TOU,Bronze cardinalfish
1514,33,ACQ,NA
1514,33,ATW,NA
1514,33,AIS,NA
1514,33,YPU,Eastern footballer
1514,33,UCM,NA
1514,33,UFT,Goldribbon soapfish
1514,33,AJP,NA
1514,33,ULC,NA
1514,33,ULF,Royal flagfin
1514,33,AFV,Tube-snout
1514,33,AGQ,NA
1514,33,BAD,Flat toadfish
1514,33,USA,NA
1514,33,ARW,Small-eyed goby
1514,33,AYZ,NA
1514,33,USO,Yellowtail croaker
1514,33,AXA,Carmine triplefin
1514,33,AZE,Galapagos damsel
1514,33,BEB,Coco sea catfish
1514,33,BEM,Gafftopsail sea catfish
1514,33,BEI,Chilhuil sea catfish
1514,33,BEC,Red sea catfish
1514,33,BHC,Chaptis bahaba
1514,33,BHJ,Chinese bahaba
1514,33,BIH,Ground croaker
1514,33,BID,Orange-lined triggerfish
1514,33,BIY,Finescale triggerfish
1514,33,BLV,Queen triggerfish
1514,33,BDK,Clown triggerfish
1514,33,BJB,NA
1514,33,BFN,Barbulifer
1514,33,BAK,NA
1514,33,AOB,Sooty sand-eel
1514,33,BGS,Gray starsnout
1514,33,BMX,Yellowtail bass
1514,33,YBA,NA
1514,33,BFM,NA
1514,33,BGU,Dusky frillgoby
1514,33,BJO,Frillfin goby
1514,33,BMF,Alaskan ronquil
1514,33,BHF,Deep-sea lizardfish
1514,33,YSC,Grey knifefish
1514,33,BHN,Beardless sea catfish
1514,33,BBL,Hairy toadfish
1514,33,BBD,Western frogfish
1514,33,BBY,White-ribbed toadfish
1514,33,BXK,NA
1514,33,BEY,Mottled twister
1514,33,BEF,NA
1514,33,BPH,Arrowhead soapfish
1514,33,BMQ,Duckbill flathead
1514,33,BFB,NA
1514,33,BFR,NA
1514,33,BEZ,NA
1514,33,BHT,NA
1514,33,BDC,Freetail brotula
1514,33,BBX,Two-faced toadfish
1514,33,BWI,Spiny-tailed leatherjacket
1514,33,BIN,NA
1514,33,BKG,Gill's sand lance
1514,33,NLB,NA
1514,33,BEK,Lace klipfish
1514,33,NUO,Butterfly blenny
1514,33,BMS,NA
1514,33,BDO,Giant triplefin
1514,33,BFG,Snaky klipfish
1514,33,BEO,Crested sculpin
1514,33,BDI,Mexican hogfish
1514,33,BDE,Harlequin wrasse
1514,33,BDR,Spanish hogfish
1514,33,BOM,Boeseman croaker
1514,33,BMK,Green humphead parrotfish
1514,33,BFI,NA
1514,33,BLQ,White-eye goby
1514,33,BOJ,Fransmadam
1514,33,BDG,Borriqueta porgy
1514,33,BGI,Rockhead
1514,33,BVE,NA
1514,33,BJK,Pigmy leatherjacket
1514,33,BHH,NA
1514,33,BFE,Kelp perch
1514,33,BFA,Southern barred triplefin
1514,33,AOY,Crocodile snake eel
1514,33,BDP,Pink brotula
1514,33,BRY,NA
1514,33,YAA,Large whip goby
1514,33,BZJ,Pearly prickleback
1514,33,BXY,Pink pipefish
1514,33,BIF,De Buen's goby
1514,33,BLN,Pugheaded pipefish
1514,33,AJL,NA
1514,33,AOT,Finny snake eel
1514,33,CJC,Blue and gold fusilier
1514,33,CJU,Redbelly yellowtail fusilier
1514,33,CJV,Variable-lined fusilier
1514,33,IPL,Butterfly perch
1514,33,ITH,NA
1514,33,FGH,Agulhas goby
1514,33,CXI,Longarm brotula
1514,33,CFN,Grass porgy
1514,33,CBD,Jolthead porgy
1514,33,CKQ,Pacific porgy
1514,33,CMV,Saucereye porgy
1514,33,CFE,Sheepshead porgy
1514,33,CFO,Littlehead porgy
1514,33,CFT,Galapagos porgy
1514,33,LAJ,NA
1514,33,AOO,NA
1514,33,LYY,Dragonet
1514,33,LLJ,NA
1514,33,CAW,Comet
1514,33,USJ,Japanese parrotfish
1514,33,CGL,Gale's pipefish
1514,33,AXB,Slender platanna-klipfish
1514,33,CWH,Sandwich isle filefish
1514,33,AHQ,Large-scaled leatherjacket
1514,33,NHR,Largescale triggerfish
1514,33,CNT,Rough triggerfish
1514,33,KAE,Spider-eye puffer
1514,33,OAR,Rigid boxfish
1514,33,RNL,Pink maomao
1514,33,YGU,Black-banded pigmy boxfish
1514,33,CMQ,Spotted coral croucher
1514,33,AOL,Slantlip eel
1514,33,CPW,Pearl fish
1514,33,KAO,NA
1514,33,THI,Congo sea catfish
1514,33,CVI,Monkeyface prickleback
1514,33,EHI,Curled picarel
1514,33,ENH,Barred seabass
1514,33,CUW,Smooth razorfish
1514,33,ETG,False scorpionfish
1514,33,ENX,Rock cook
1514,33,TCT,Fortescue
1514,33,EPU,Armed snook
1514,33,EPN,Swordspine snook
1514,33,EPD,Blackfin snook
1514,33,EPG,Black snook
1514,33,EPP,Fat snook
1514,33,EPS,Tarpon snook
1514,33,EPL,Yellowfin snook
1514,33,EPJ,Union snook
1514,33,ENN,Orangeback angelfish
1514,33,ENO,Yellowhead angelfish
1514,33,LSE,NA
1514,33,CFF,Peacock hind
1514,33,CFL,Graysby
1514,33,CFY,Bluespotted hind
1514,33,CFJ,Coney
1514,33,CFH,Yellowfin hind
1514,33,CFM,Freckled hind
1514,33,CFI,Coral hind
1514,33,CFQ,Niger hind
1514,33,CFX,Sixblotch hind
1514,33,EFT,Tomato hind
1514,33,EFA,Bluespotted seabass
1514,33,EBA,Spotted spiny-eye triplefin
1514,33,DFD,Pugjaw wormfish
1514,33,MCW,Sharp-nosed river mullet
1514,33,USR,Bicolour parrotfish
1514,33,MCQ,Snouted mullet
1514,33,NPL,Orangethroat pikeblenny
1514,33,HDE,Prickly leatherjacket
1514,33,HRF,Atlantic spadefish
1514,33,HRL,West African spadefish
1514,33,HTZ,Pacific spadefish
1514,33,HTE,Golden butterflyfish
1514,33,HTP,Foureye butterflyfish
1514,33,HTH,Four-banded butterflyfish
1514,33,HTI,Threebanded butterflyfish
1514,33,HTS,Banded butterflyfish
1514,33,HBL,Ballina angelfish
1514,33,HTX,NA
1514,33,HDP,Looseskin blenny
1514,33,CXN,Sand dart
1514,33,HNN,Elongate glass-perchlet
1514,33,AMH,Broadbanded moray
1514,33,HSD,NA
1514,33,HSB,Striped blenny
1514,33,BCH,Pony toadfish
1514,33,HIF,Redbreasted wrasse
1514,33,HUU,Tripletail wrasse
1514,33,ILN,Cigar wrasse
1514,33,HDA,NA
1514,33,LNT,Big-lip damsel
1514,33,HIS,Black croaker
1514,33,IHV,Torrent fish
1514,33,HDD,NA
1514,33,HLJ,Blackfin coralfish
1514,33,HNT,Copperband butterflyfish
1514,33,HNK,Truncate coralfish
1514,33,MBP,NA
1514,33,MLR,Thicklip grey mullet
1514,33,MPK,Persian mullet
1514,33,KHP,Milkspotted puffer
1514,33,CTW,NA
1514,33,HKA,Pacific burrfish
1514,33,ACP,Flatnose xenocongrid eel
1514,33,HIN,Mosshead warbonnet
1514,33,HIG,Tasseled kelpfish
1514,33,CQZ,Roughback sculpin
1514,33,CDB,Nosey dottyback
1514,33,ACD,Mottled false moray
1514,33,UUG,Heavybeak parrotfish
1514,33,UUS,Daisy parrotfish
1514,33,OEZ,NA
1514,33,ODJ,Blackspot tuskfish
1514,33,CBJ,Short-bodied pipefish
1514,33,KHA,NA
1514,33,HCI,Orangebanded stingfish
1514,33,GCX,Rocksucker
1514,33,HFS,NA
1514,33,CJH,NA
1514,33,HSS,Yellow chromis
1514,33,CMK,Damselfish
1514,33,HUR,Valparaiso chromis
1514,33,HRC,Peruvian chromis
1514,33,HRJ,Blacksmith
1514,33,CBQ,Chestnut goby
1514,33,HRK,Twinspot damselfish
1514,33,HSJ,Blueline demoiselle
1514,33,YSR,Easter damselfish
1514,33,HRR,Reeve's croaker
1514,33,DUF,Smallmouthed salmon catfish
1514,33,CJE,Girdled wrasse
1514,33,CXQ,Exquisite wrasse
1514,33,AOI,Inhaca fringelip
1514,33,IRA,Spotted hawkfish
1514,33,IRX,Coral hawkfish
1514,33,IRF,Redbarred hawkfish
1514,33,IRV,Giant hawkfish
1514,33,AOJ,NA
1514,33,AMF,NA
1514,33,IRL,NA
1514,33,LGC,NA
1514,33,USP,Creole wrasse
1514,33,CVO,Arrow goby
1514,33,LNS,Cline
1514,33,CAZ,Sharpnose sculpin
1514,33,NOJ,Ladder klipfish
1514,33,NUA,Sad klipfish
1514,33,CNM,Cobbler
1514,33,TCG,NA
1514,33,CFD,Daniel's catfish
1514,33,CEJ,Crocodile flathead
1514,33,CVM,NA
1514,33,OLD,NA
1514,33,OLN,NA
1514,33,GFE,NA
1514,33,KOP,Banded puffer
1514,33,CGC,NA
1514,33,GCL,NA
1514,33,NLP,Mutant wrasse
1514,33,KOR,Prickly toadfish
1514,33,CJN,Longfinned bullseye
1514,33,CDV,Highfin coralfish
1514,33,CZA,Angel blenny
1514,33,OHY,NA
1514,33,OGL,Liechtenstein's goby
1514,33,RII,African coris
1514,33,COU,Rainbow wrasse
1514,33,OVM,Vacuocua croaker
1514,33,OGI,Adamson's goby
1514,33,YFG,Montagu's blenny
1514,33,OFL,Barfin goby
1514,33,CFV,Network pipefish
1514,33,CPZ,Snubnose pipefish
1514,33,TCC,Marbled stingfish
1514,33,CGQ,NA
1514,33,OUU,NA
1514,33,RAK,Slender stargazer
1514,33,RTZ,Graery threadfin seabass
1514,33,CWC,Karanteen seabream
1514,33,MHE,Half fringelip mullet
1514,33,RSJ,Golden weedfish
1514,33,CGJ,Lizard triplefin
1514,33,RLM,Burrowing goby
1514,33,MPV,Humpback grouper
1514,33,OOP,Tripplespot blenny
1514,33,CFA,NA
1514,33,YOQ,Pithead
1514,33,RTL,Dwarf wrymouth
1514,33,RTI,NA
1514,33,YTJ,Cryptic triplefin
1514,33,YPB,Arabian goby
1514,33,YTI,NA
1514,33,YTF,NA
1514,33,OUR,Bluelip parrotfish
1514,33,YTR,Deep-water blenny
1514,33,YTN,Crystal goby
1514,33,TKB,Twospot surgeonfish
1514,33,TGG,Gold-streaked prawn-goby
1514,33,TBR,Goldsinny-wrasse
1514,33,TEG,Barbel drum
1514,33,TMU,Comb goby
1514,33,CYE,Spotbase burrfish
1514,33,YGG,Shiner perch
1514,33,CBF,Crocodile fish
1514,33,YML,Sharp-headed wrasse
1514,33,YNA,Acoupa weakfish
1514,33,YNL,Whitefin weakfish
1514,33,YNR,Sand weakfish
1514,33,YNJ,Jamaica weakfish
1514,33,YNE,Smooth weakfish
1514,33,YNM,Smallscale weakfish
1514,33,YNN,Silver seatrout
1514,33,YNO,Gulf weakfish
1514,33,YNP,Shortfin weakfish
1514,33,YNH,Cachema weakfish
1514,33,YNT,NA
1514,33,YNS,Tonkin weakfish
1514,33,YNZ,Stolzmann's weakfish
1514,33,YNV,Green weakfish
1514,33,YNX,Orangemouth weakfish
1514,33,CFR,Oblique-lined dottyback
1514,33,YPO,Swallowtail hawkfish
1514,33,DYI,NA
1514,33,DYL,Flying gurnard
1514,33,DAY,Fingered dragonet
1514,33,DAO,Bigeye stargazer
1514,33,DAJ,NA
1514,33,BDD,Dow's toadfish
1514,33,AOD,NA
1514,33,DUM,NA
1514,33,DAA,Hawaiian dascyllus
1514,33,DAU,Whitetail dascyllus
1514,33,AYI,Bengal corvina
1514,33,DCN,Largescale wrasse
1514,33,GDO,Urchin clingfish
1514,33,DEQ,Four-spotted goby
1514,33,DEB,Pennyfish
1514,33,ENU,Goatee croaker
1514,33,DED,Leather bass
1514,33,DTC,Fleshfish
1514,33,DTK,Orange brotula
1514,33,GDN,NA
1514,33,DGP,Painted sweetlips
1514,33,DLU,Galapagos four-eyed blenny
1514,33,DCG,NA
1514,33,DUT,Irish mojarra
1514,33,DOU,Three-barred porcupinefish
1514,33,DCE,NA
1514,33,DDK,NA
1514,33,DMD,NA
1514,33,DLW,NA
1514,33,DNP,Lampfish
1514,33,DIY,Spotted porcupinefish
1514,33,GDB,Two-spotted clingfish
1514,33,DLM,Mexican sand perch
1514,33,DLX,Torpedo sand perch
1514,33,DLA,Inshore sand perch
1514,33,DLD,Pond perch
1514,33,GDP,Orange clingfish
1514,33,DIG,South American silver porgy
1514,33,DIJ,Banded seabream
1514,33,DGG,NA
1514,33,DLB,Barred soapfish
1514,33,DRX,Yellowtail tubelip
1514,33,DTB,Mottled fusilier
1514,33,DUC,NA
1514,33,DIK,White-spot damsel
1514,33,DPR,Spikefin goby
1514,33,GDC,Crinoid clingfish
1514,33,DIV,NA
1514,33,DMV,NA
1514,33,DYV,Spoon-snouted catfish
1514,33,DRE,Dwarf wrasse
1514,33,DBJ,NA
1514,33,DBW,NA
1514,33,DTL,NA
1514,33,DRC,Dainty dragonet
1514,33,DRL,Concertina fish
1514,33,DUI,NA
1514,33,AOM,Painted eel
1514,33,AMD,Chain moray
1514,33,AME,Snowflake moray
1514,33,AMP,Pebbletooth moray
1514,33,AMY,Barred moray
1514,33,ECC,Prickly anglerfish
1514,33,ECI,Messmate
1514,33,AOU,Stippled spoon-nose eel
1514,33,GEK,Weedsucker
1514,33,ECQ,Fourline blenny
1514,33,ECV,NA
1514,33,EGO,NA
1514,33,EKM,Reefsand blenny
1514,33,EJS,Spotback goby
1514,33,AOV,NA
1514,33,ELI,Dwarf flathead
1514,33,ELH,Bluestreak drum
1514,33,EIC,Cable's goby
1514,33,EHS,NA
1514,33,EHT,Threefinger threadfin
1514,33,EKJ,NA
